# Repository Cleanup Candidates
# Generated: 2026-02-28T16:32:59Z
# Total candidates: 4292

LegacyIndex.php | legacy directory
legacy\craftysyntax\images\mid_bk.gif | legacy directory
legacy\craftysyntax\images\minus.gif | legacy directory
legacy\craftysyntax\images\nav_admin.gif | legacy directory
legacy\craftysyntax\images\nav_bg.gif | legacy directory
legacy\craftysyntax\images\nav_bot.gif | legacy directory
legacy\craftysyntax\images\nav_data.gif | legacy directory
legacy\craftysyntax\images\nav_dept.gif | legacy directory
legacy\craftysyntax\images\nav_livehelp.gif | legacy directory
legacy\craftysyntax\images\nav_open.gif | legacy directory
legacy\craftysyntax\images\nav_oper.gif | legacy directory
legacy\craftysyntax\images\nav_qa.gif | legacy directory
legacy\craftysyntax\images\nav_settings.gif | legacy directory
legacy\craftysyntax\images\nav_tope.gif | legacy directory
legacy\craftysyntax\images\needaction.gif | legacy directory
legacy\craftysyntax\images\newwin.gif | legacy directory
legacy\craftysyntax\images\next_s.gif | legacy directory
legacy\craftysyntax\images\noqmark.gif | legacy directory
legacy\craftysyntax\images\noton.gif | legacy directory
legacy\craftysyntax\images\notracking.gif | legacy directory
legacy\craftysyntax\images\operator.gif | legacy directory
legacy\craftysyntax\images\operator_gray.gif | legacy directory
legacy\craftysyntax\images\paint.gif | legacy directory
legacy\craftysyntax\images\plus.gif | legacy directory
legacy\craftysyntax\images\pp.gif | legacy directory
legacy\craftysyntax\images\print.gif | legacy directory
legacy\craftysyntax\images\qmark.gif | legacy directory
legacy\craftysyntax\images\qna.gif | legacy directory
legacy\craftysyntax\images\redlight.gif | legacy directory
legacy\craftysyntax\images\refresh.gif | legacy directory
legacy\craftysyntax\images\refreshpeople.png | legacy directory
legacy\craftysyntax\images\requestDHTML.gif | legacy directory
legacy\craftysyntax\images\requestchat.gif | legacy directory
legacy\craftysyntax\images\reset.gif | legacy directory
legacy\craftysyntax\images\rightbk.png | legacy directory
legacy\craftysyntax\images\settings.gif | legacy directory
legacy\craftysyntax\images\silver.gif | legacy directory
legacy\craftysyntax\images\stopped.gif | legacy directory
legacy\craftysyntax\images\tabBg.png | legacy directory
legacy\craftysyntax\images\tabLeft.png | legacy directory
legacy\craftysyntax\images\tabRight.png | legacy directory
legacy\craftysyntax\images\tabSelectedBg.png | legacy directory
legacy\craftysyntax\images\tabSelectedLeft.png | legacy directory
legacy\craftysyntax\images\tabSelectedRight.png | legacy directory
legacy\craftysyntax\images\top_bk.gif | legacy directory
legacy\craftysyntax\images\top_trim.gif | legacy directory
legacy\craftysyntax\images\topadmin.png | legacy directory
legacy\craftysyntax\images\toplinks_1.gif | legacy directory
legacy\craftysyntax\images\toplinks_2.gif | legacy directory
legacy\craftysyntax\images\toplinks_3.gif | legacy directory
legacy\craftysyntax\images\toplinks_4.gif | legacy directory
legacy\craftysyntax\images\toplinks_5.gif | legacy directory
legacy\craftysyntax\images\trash.gif | legacy directory
legacy\craftysyntax\images\tw.png | legacy directory
legacy\craftysyntax\images\user_c_contact.gif | legacy directory
legacy\craftysyntax\images\user_c_livehelp.gif | legacy directory
legacy\craftysyntax\images\user_nav.gif | legacy directory
legacy\craftysyntax\images\user_o_contact.gif | legacy directory
legacy\craftysyntax\images\user_o_livehelp.gif | legacy directory
legacy\craftysyntax\images\user_o_qa.gif | legacy directory
legacy\craftysyntax\images\user_o_search.gif | legacy directory
legacy\craftysyntax\images\version.gif | legacy directory
legacy\craftysyntax\images\white.gif | legacy directory
legacy\craftysyntax\images\white\Thumbs.db | legacy directory
legacy\craftysyntax\images\white\adminstyle.css | legacy directory
legacy\craftysyntax\images\white\bk.gif | legacy directory
legacy\craftysyntax\images\white\blank.gif | legacy directory
legacy\craftysyntax\images\white\bot_bg.gif | legacy directory
legacy\craftysyntax\images\white\botbg.gif | legacy directory
legacy\craftysyntax\images\white\color.php | legacy directory
legacy\craftysyntax\images\white\left-tab-on.gif | legacy directory
legacy\craftysyntax\images\white\left-tab.gif | legacy directory
legacy\craftysyntax\images\white\mid_bk.gif | legacy directory
legacy\craftysyntax\images\white\nav_bot.gif | legacy directory
legacy\craftysyntax\images\white\navigation.css | legacy directory
legacy\craftysyntax\images\white\qmark.gif | legacy directory
legacy\craftysyntax\images\white\right-tab-on.gif | legacy directory
legacy\craftysyntax\images\white\right-tab.gif | legacy directory
legacy\craftysyntax\images\white\top_trim.gif | legacy directory
legacy\craftysyntax\images\white\toplinks_1.gif | legacy directory
legacy\craftysyntax\images\white\toplinks_2.gif | legacy directory
legacy\craftysyntax\images\white\toplinks_3.gif | legacy directory
legacy\craftysyntax\images\white\toplinks_4.gif | legacy directory
legacy\craftysyntax\images\white\toplinks_5.gif | legacy directory
legacy\craftysyntax\images\white\version.gif | legacy directory
legacy\craftysyntax\images\xnav_topics.gif | legacy directory
legacy\craftysyntax\images\yellow.gif | legacy directory
legacy\craftysyntax\images\yellow\Thumbs.db | legacy directory
legacy\craftysyntax\images\yellow\adminstyle.css | legacy directory
legacy\craftysyntax\images\yellow\bk.gif | legacy directory
legacy\craftysyntax\images\yellow\blank.gif | legacy directory
legacy\craftysyntax\images\yellow\bot_bg.gif | legacy directory
legacy\craftysyntax\images\yellow\botbg.gif | legacy directory
legacy\craftysyntax\images\yellow\color.php | legacy directory
legacy\craftysyntax\images\yellow\left-tab-on.gif | legacy directory
legacy\craftysyntax\images\yellow\left-tab.gif | legacy directory
legacy\craftysyntax\images\yellow\mid_bk.gif | legacy directory
legacy\craftysyntax\images\yellow\nav_bot.gif | legacy directory
legacy\craftysyntax\images\yellow\navigation.css | legacy directory
legacy\craftysyntax\images\yellow\qmark.gif | legacy directory
legacy\craftysyntax\images\yellow\right-tab-on.gif | legacy directory
legacy\craftysyntax\images\yellow\right-tab.gif | legacy directory
legacy\craftysyntax\images\yellow\top_trim.gif | legacy directory
legacy\craftysyntax\images\yellow\toplinks_1.gif | legacy directory
legacy\craftysyntax\images\yellow\toplinks_2.gif | legacy directory
legacy\craftysyntax\images\yellow\toplinks_3.gif | legacy directory
legacy\craftysyntax\images\yellow\toplinks_4.gif | legacy directory
legacy\craftysyntax\images\yellow\toplinks_5.gif | legacy directory
legacy\craftysyntax\images\yellow\version.gif | legacy directory
legacy\craftysyntax\importleads.php | legacy directory
legacy\craftysyntax\index.php | legacy directory
legacy\craftysyntax\insite.php | legacy directory
legacy\craftysyntax\invite.php | legacy directory
legacy\craftysyntax\iphone\admin.php | legacy directory
legacy\craftysyntax\iphone\chat_color.php | legacy directory
legacy\craftysyntax\iphone\class\browser_info.php | legacy directory
legacy\craftysyntax\iphone\class\ctabbox.php | legacy directory
legacy\craftysyntax\iphone\class\mysql_db.php | legacy directory
legacy\craftysyntax\iphone\class\mysqli_db.php | legacy directory
legacy\craftysyntax\iphone\class\operator.php | legacy directory
legacy\craftysyntax\iphone\class\sessionmanager.php | legacy directory
legacy\craftysyntax\iphone\class\smtp.php | legacy directory
legacy\craftysyntax\iphone\css\base.css | legacy directory
legacy\craftysyntax\iphone\functions.php | legacy directory
legacy\craftysyntax\iphone\images\3r6l5gw2.gif | legacy directory
legacy\craftysyntax\iphone\images\4ntxgf0f.png | legacy directory
legacy\craftysyntax\iphone\images\6w95fo9x.gif | legacy directory
legacy\craftysyntax\iphone\images\answer.jpg | legacy directory
legacy\craftysyntax\iphone\images\blank.gif | legacy directory
legacy\craftysyntax\iphone\images\blue.jpg | legacy directory
legacy\craftysyntax\iphone\images\c22294le.gif | legacy directory
legacy\craftysyntax\iphone\images\can-off.gif | legacy directory
legacy\craftysyntax\iphone\images\can.gif | legacy directory
legacy\craftysyntax\iphone\images\chats-b.jpg | legacy directory
legacy\craftysyntax\iphone\images\chats-lb.jpg | legacy directory
legacy\craftysyntax\iphone\images\color.jpg | legacy directory
legacy\craftysyntax\iphone\images\djz6d97d.gif | legacy directory
legacy\craftysyntax\iphone\images\exit.jpg | legacy directory
legacy\craftysyntax\iphone\images\eye.jpg | legacy directory
legacy\craftysyntax\iphone\images\help.png | legacy directory
legacy\craftysyntax\iphone\images\invite.jpg | legacy directory
legacy\craftysyntax\iphone\images\lightblue.jpg | legacy directory
legacy\craftysyntax\iphone\images\login.png | legacy directory
legacy\craftysyntax\iphone\images\logout.jpg | legacy directory
legacy\craftysyntax\iphone\images\logout.png | legacy directory
legacy\craftysyntax\iphone\images\mid.jpg | legacy directory
legacy\craftysyntax\iphone\images\newwin.jpg | legacy directory
legacy\craftysyntax\iphone\images\password.png | legacy directory
legacy\craftysyntax\iphone\images\red.jpg | legacy directory
legacy\craftysyntax\iphone\images\requests-db.jpg | legacy directory
legacy\craftysyntax\iphone\images\requests-lb.jpg | legacy directory
legacy\craftysyntax\iphone\images\requests-red.jpg | legacy directory
legacy\craftysyntax\iphone\images\requests-rr.jpg | legacy directory
legacy\craftysyntax\iphone\images\send.jpg | legacy directory
legacy\craftysyntax\iphone\images\settings-b.jpg | legacy directory
legacy\craftysyntax\iphone\images\settings-lb.jpg | legacy directory
legacy\craftysyntax\iphone\images\top.jpg | legacy directory
legacy\craftysyntax\iphone\images\top.png | legacy directory
legacy\craftysyntax\iphone\images\visitors-b.jpg | legacy directory
legacy\craftysyntax\iphone\images\visitors-lb.jpg | legacy directory
legacy\craftysyntax\iphone\index.php | legacy directory
legacy\craftysyntax\iphone\iscroll.js | legacy directory
legacy\craftysyntax\iphone\json.php | legacy directory
legacy\craftysyntax\iphone\layer.php | legacy directory
legacy\craftysyntax\iphone\live.php | legacy directory
legacy\craftysyntax\iphone\login.php | legacy directory
legacy\craftysyntax\iphone\logout.php | legacy directory
legacy\craftysyntax\iphone\lostsheep.php | legacy directory
legacy\craftysyntax\iphone\mobileheader.php | legacy directory
legacy\craftysyntax\iphone\requests.php | legacy directory
legacy\craftysyntax\iphone\settings.php | legacy directory
legacy\craftysyntax\iphone\visitors.php | legacy directory
legacy\craftysyntax\iphone\xmlhttp.php | legacy directory
legacy\craftysyntax\is_flush.php | legacy directory
legacy\craftysyntax\is_xmlhttp.php | legacy directory
legacy\craftysyntax\javascript\dynapi\LICENSE | legacy directory
legacy\craftysyntax\javascript\dynapi\README | legacy directory
legacy\craftysyntax\javascript\dynapi\REVISION | legacy directory
legacy\craftysyntax\javascript\dynapi\index.html | legacy directory
legacy\craftysyntax\javascript\dynapi\js\dynlayer.js | legacy directory
legacy\craftysyntax\javascript\hideshow.js | legacy directory
legacy\craftysyntax\javascript\old_xmlhttp.js | legacy directory
legacy\craftysyntax\javascript\staticMenu.js | legacy directory
legacy\craftysyntax\javascript\xBrowser.js | legacy directory
legacy\craftysyntax\javascript\xLayer.js | legacy directory
legacy\craftysyntax\javascript\xMouse.js | legacy directory
legacy\craftysyntax\javascript\xmlhttp.js | legacy directory
legacy\craftysyntax\lang-default.php | legacy directory
legacy\craftysyntax\lang\lang-.php | legacy directory
legacy\craftysyntax\lang\lang-Dutch.php | legacy directory
legacy\craftysyntax\lang\lang-English.php | legacy directory
legacy\craftysyntax\lang\lang-English_uk.php | legacy directory
legacy\craftysyntax\lang\lang-French.php | legacy directory
legacy\craftysyntax\lang\lang-German.php | legacy directory
legacy\craftysyntax\lang\lang-Greek.php | legacy directory
legacy\craftysyntax\lang\lang-Greek_gr.php | legacy directory
legacy\craftysyntax\lang\lang-Italian.php | legacy directory
legacy\craftysyntax\lang\lang-Polish.php | legacy directory
legacy\craftysyntax\lang\lang-Portuguese_Brazilian.php | legacy directory
legacy\craftysyntax\lang\lang-Portuguese_Portugal.php | legacy directory
legacy\craftysyntax\lang\lang-Spanish.php | legacy directory
legacy\craftysyntax\lang\lang-Swedish.php | legacy directory
legacy\craftysyntax\layer.php | legacy directory
legacy\craftysyntax\layer_invites\layer-Help_button.gif | legacy directory
legacy\craftysyntax\layer_invites\layer-Help_button.txt | legacy directory
legacy\craftysyntax\layer_invites\layer-Help_buttonoffline.gif | legacy directory
legacy\craftysyntax\layer_invites\layer-Help_buttonoffline.txt | legacy directory
legacy\craftysyntax\layer_invites\layer-Man_invite.gif | legacy directory
legacy\craftysyntax\layer_invites\layer-Man_invite.txt | legacy directory
legacy\craftysyntax\layer_invites\layer-Phone.gif | legacy directory
legacy\craftysyntax\layer_invites\layer-Phone.txt | legacy directory
legacy\craftysyntax\layer_invites\layer-Subsilver.gif | legacy directory
legacy\craftysyntax\layer_invites\layer-Subsilver.txt | legacy directory
legacy\craftysyntax\layer_invites\layer-Woman_invite.png | legacy directory
legacy\craftysyntax\layer_invites\layer-Woman_invite.txt | legacy directory
legacy\craftysyntax\layer_utils.php | legacy directory
legacy\craftysyntax\leads.php | legacy directory
legacy\craftysyntax\leavemessage.gif | legacy directory
legacy\craftysyntax\leavemessage.php | legacy directory
legacy\craftysyntax\linedback.gif | legacy directory
legacy\craftysyntax\live.php | legacy directory
legacy\craftysyntax\livehelp.php | legacy directory
legacy\craftysyntax\livehelp_js.php | legacy directory
legacy\craftysyntax\login.php | legacy directory
legacy\craftysyntax\logout.php | legacy directory
legacy\craftysyntax\lostsheep.php | legacy directory
legacy\craftysyntax\mastersettings.php | legacy directory
legacy\craftysyntax\mobile\admin.php | legacy directory
legacy\craftysyntax\mobile\chat_color.php | legacy directory
legacy\craftysyntax\mobile\class\browser_info.php | legacy directory
legacy\craftysyntax\mobile\class\ctabbox.php | legacy directory
